pc_code,pc_description,unit,country_code,country_name,quantity,value,Year 
 

L2,Other Plastic Items,Na,6109,Ecuador,NA,0.859178,2014

L2,Other Plastic Items,Na,6317,Paraguay,NA,0.050869,2014

L2,Other Plastic Items,Na,6319,Peru,NA,0.105943,2014

L2,Other Plastic Items,Na,6427,Uruguay,NA,0.718153,2014

L2,Other Plastic Items,Na,6433,Venezuela,NA,1.263998,2014

L2,Other Plastic Items,Na,7020,Aruba,NA,0.016923,2014

L2,Other Plastic Items,Na,7029,Barbados,NA,0.217627,2014

L2,Other Plastic Items,Na,7031,Belize,NA,0.333399,2014

L2,Other Plastic Items,Na,7105,Dominica,NA,0.131719,2014

L2,Other Plastic Items,Na,7159,Grenada,NA,0.108035,2014

L2,Other Plastic Items,Na,7171,Guyana,NA,0.277382,2014

L2,Other Plastic Items,Na,7203,Jamaica,NA,0.00468,2014

L2,Other Plastic Items,Na,7373,St Kitt N A,NA,0.009775,2014

L2,Other Plastic Items,Na,7375,St Lucia,NA,0.008204,2014

L2,Other Plastic Items,Na,7379,St Vincent,NA,0.227412,2014

L2,Other Plastic Items,Na,7405,Trinidad,NA,4.714516,2014

L2,Other Plastic Items,Na,8091,Costa Rica,NA,1.079609,2014

L2,Other Plastic Items,Na,8165,Guatemala,NA,0.4568,2014

L2,Other Plastic Items,Na,8177,Honduras,NA,0.056941,2014

L2,Other Plastic Items,Na,8287,Nicaragua,NA,0.000044,2014

L2,Other Plastic Items,Na,9037,Bermuda,NA,0.007133,2014

L2,Other Plastic Items,Na,9045,Br Virgn Is,NA,0.002276,2014

L2,Other Plastic Items,Na,9103,Dominic Rep,NA,2.418195,2014

L2,Other Plastic Items,Na,9161,Guadeloupe,NA,0.00951,2014

L2,Other Plastic Items,Na,9175,Haiti,NA,0.728744,2014

L2,Other Plastic Items,Na,9259,Mexico,NA,12.898799,2014

L2,Other Plastic Items,Na,9277,Netherlandantil,NA,0.013602,2014

L2,Other Plastic Items,Na,9311,Panama Republic,NA,0.074945,2014

L2,Other Plastic Items,Na,9331,Puerto Rico,NA,0.01484,2014

L2,Other Plastic Items,Na,9383,Suriname,NA,0.030569,2014

L2,Other Plastic Items,Na,9439,Virgin Is Us,NA,0.004503,2014

L2,Other Plastic Items,Na,10001,Afghanistan,NA,0.151905,2014

L2,Other Plastic Items,Na,10017,Australia,NA,5.272502,2014

L2,Other Plastic Items,Na,10027,Bangladesh Pr,NA,11.716217,2014

L2,Other Plastic Items,Na,10038,Bhutan,NA,0.196007,2014

L2,Other Plastic Items,Na,10047,Brunei,NA,0.038438,2014

L2,Other Plastic Items,Na,10056,Cambodia,NA,0.057133,2014

L2,Other Plastic Items,Na,10077,China P Rp,NA,8.198676,2014

L2,Other Plastic Items,Na,10127,Fiji Is,NA,0.461055,2014

L2,Other Plastic Items,Na,10179,Hong Kong,NA,3.229482,2014

L2,Other Plastic Items,Na,10187,Indonesia,NA,23.094333,2014

L2,Other Plastic Items,Na,10189,Iran,NA,0.361842,2014

L2,Other Plastic Items,Na,10205,Japan,NA,1.786738,2014

L2,Other Plastic Items,Na,10217,Korea Rp,NA,1.829819,2014

L2,Other Plastic Items,Na,10223,Lao Pd Rp,NA,0.008802,2014

L2,Other Plastic Items,Na,10245,Malaysia,NA,9.135967,2014

L2,Other Plastic Items,Na,10258,Myanmar,NA,6.644536,2014

L2,Other Plastic Items,Na,10273,Nepal,NA,3.820279,2014

L2,Other Plastic Items,Na,10285,New Zealand,NA,0.457675,2014

L2,Other Plastic Items,Na,10309,Pakistan Ir,NA,0.852314,2014

L2,Other Plastic Items,Na,10315,Papua N Gna,NA,0.700037,2014

L2,Other Plastic Items,Na,10323,Philippines,NA,6.097714,2014

L2,Other Plastic Items,Na,10359,Singapore,NA,3.100017,2014

L2,Other Plastic Items,Na,10369,Sri Lanka Dsr,NA,11.287566,2014

L2,Other Plastic Items,Na,10397,Thailand,NA,1.514044,2014

L2,Other Plastic Items,Na,10403,Tonga,NA,0.470214,2014

L2,Other Plastic Items,Na,10437,Vietnam Soc Rep,NA,2.701611,2014

L2,Other Plastic Items,Na,10447,Samoa,NA,0.785232,2014

L2,Other Plastic Items,Na,11025,Baharain Is,NA,0.432437,2014

L2,Other Plastic Items,Na,11191,Iraq,NA,2.581285,2014

L2,Other Plastic Items,Na,11207,Jordan,NA,3.542029,2014

L2,Other Plastic Items,Na,11219,Kuwait,NA,1.121104,2014

L2,Other Plastic Items,Na,11225,Lebanon,NA,0.690896,2014

L2,Other Plastic Items,Na,11301,Oman,NA,1.12254,2014

L2,Other Plastic Items,Na,11335,Qatar,NA,1.471974,2014

L2,Other Plastic Items,Na,11351,Saudi Arab,NA,26.183299,2014

L2,Other Plastic Items,Na,11391,Syria,NA,3.328443,2014

L2,Other Plastic Items,Na,11419,U Arab Emts,NA,50.014665,2014

L2,Other Plastic Items,Na,11453,Yemen Republc,NA,4.453285,2014

L2,Other Plastic Items,Na,12075,Taiwan,NA,0.610785,2014

L2,Other Plastic Items,Na,12133,Fr Polynesia,NA,0.004742,2014

L2,Other Plastic Items,Na,12163,Guam,NA,0.000066,2014

L2,Other Plastic Items,Na,12195,Israel,NA,0.927052,2014

L2,Other Plastic Items,Na,12215,Korea Dp Rp,NA,0.003824,2014

L2,Other Plastic Items,Na,12247,Maldives,NA,0.147225,2014

L2,Other Plastic Items,Na,13019,Austria,NA,0.106786,2014

L2,Other Plastic Items,Na,13033,Belgium,NA,6.582663,2014

L2,Other Plastic Items,Na,13101,Denmark,NA,0.790671,2014

L2,Other Plastic Items,Na,13125,Finland,NA,0.576867,2014

L2,Other Plastic Items,Na,13129,France,NA,6.060178,2014

L2,Other Plastic Items,Na,13147,Germany,NA,8.296059,2014

L2,Other Plastic Items,Na,13155,Greece,NA,0.831575,2014

L2,Other Plastic Items,Na,13193,Ireland,NA,0.509474,2014

L2,Other Plastic Items,Na,13197,Italy,NA,6.358457,2014

L2,Other Plastic Items,Na,13275,Netherland,NA,1.033795,2014

L2,Other Plastic Items,Na,13327,Portugal,NA,0.821246,2014

L2,Other Plastic Items,Na,13367,Spain,NA,1.51963,2014

L2,Other Plastic Items,Na,13387,Sweden,NA,2.094543,2014

L2,Other Plastic Items,Na,13421,U K,NA,12.590966,2014

L2,Other Plastic Items,Na,14185,Iceland,NA,0.00019,2014

L2,Other Plastic Items,Na,14297,Norway,NA,0.572552,2014

L2,Other Plastic Items,Na,14389,Switzerland,NA,0.172386,2014

L2,Other Plastic Items,Na,15003,Albania,NA,0.291176,2014

L2,Other Plastic Items,Na,15021,Azerbaijan,NA,0.00012,2014

L2,Other Plastic Items,Na,15049,Bulgaria,NA,0.470979,2014

L2,Other Plastic Items,Na,15055,Belarus,NA,0.008796,2014

L2,Other Plastic Items,Na,15092,Croatia,NA,0.143325,2014

L2,Other Plastic Items,Na,15098,Czech Republic,NA,0.953531,2014

L2,Other Plastic Items,Na,15114,Estonia,NA,0.010345,2014

L2,Other Plastic Items,Na,15145,Georgia,NA,0.123629,2014

L2,Other Plastic Items,Na,15181,Hungary,NA,0.492243,2014

L2,Other Plastic Items,Na,15212,Kazakhstan,NA,0.000984,2014

L2,Other Plastic Items,Na,15216,Kyrghyzstan,NA,0.001479,2014

L2,Other Plastic Items,Na,15224,Latvia,NA,0.073844,2014

L2,Other Plastic Items,Na,15234,Lithuania,NA,0.059135,2014

L2,Other Plastic Items,Na,15240,Macedonia,NA,0.000344,2014

L2,Other Plastic Items,Na,15325,Poland,NA,4.805419,2014

L2,Other Plastic Items,Na,15343,Romania,NA,0.478893,2014

L2,Other Plastic Items,Na,15344,Russia,NA,3.570593,2014

L2,Other Plastic Items,Na,15352,Serbia,NA,0.023102,2014

L2,Other Plastic Items,Na,15356,Montenegro,NA,0.002413,2014

L2,Other Plastic Items,Na,15358,Slovak Rep,NA,0.033286,2014

L2,Other Plastic Items,Na,15360,Slovenia,NA,0.226243,2014

L2,Other Plastic Items,Na,15422,Ukraine,NA,0.065842,2014

L2,Other Plastic Items,Na,15430,Uzbekistan,NA,1.674737,2014

L2,Other Plastic Items,Na,16095,Cyprus,NA,0.195291,2014

L2,Other Plastic Items,Na,16251,Malta,NA,0.043381,2014

L2,Other Plastic Items,Na,16409,Turkey,NA,21.966504,2014

L3,Iron And Steel,Ton,599,Unspecified,6,0.008708,2014

L3,Iron And Steel,Ton,1213,Kenya,124408,60.55016,2014

L3,Iron And Steel,Ton,1395,Tanzania Rep,50634,39.207275,2014

L3,Iron And Steel,Ton,1417,Uganda,36059,20.808113,2014

L3,Iron And Steel,Ton,2035,Benin,12413,11.716659,2014

L3,Iron And Steel,Ton,2050,Burkina Faso,4767,4.817559,2014

L3,Iron And Steel,Ton,2057,Cameroon,9847,8.586465,2014

L3,Iron And Steel,Ton,2067,C Afri Rep,0,0.000171,2014

L3,Iron And Steel,Ton,2069,Chad,7,0.005895,2014

L3,Iron And Steel,Ton,2087,Congo P Rep,4816,4.635586,2014

L3,Iron And Steel,Ton,2141,Gabon,842,0.802185,2014

L3,Iron And Steel,Ton,2199,Cote D' Ivoire,31699,26.887533,2014

L3,Iron And Steel,Ton,2241,Madagascar,15340,13.048307,2014

L3,Iron And Steel,Ton,2255,Mauritania,884,0.787215,2014

L3,Iron And Steel,Ton,2257,Mauritius,2111,2.052135,2014

L3,Iron And Steel,Ton,2289,Niger,12,0.015719,2014

L3,Iron And Steel,Ton,2345,Rwanda,13066,11.321136,2014

L3,Iron And Steel,Ton,2353,Senegal,11182,9.763457,2014

L3,Iron And Steel,Ton,2399,Togo,21822,16.562992,2014

L3,Iron And Steel,Ton,2459,Congo D. Rep.,6364,6.880204,2014

L3,Iron And Steel,Ton,3011,Angola,4937,4.509749,2014

L3,Iron And Steel,Ton,3041,Botswana,406,0.320858,2014

L3,Iron And Steel,Ton,3053,Burundi,16,0.026051,2014

L3,Iron And Steel,Ton,3085,Comoros,851,0.738096,2014

L3,Iron And Steel,Ton,3102,Djibouti,27611,22.648795,2014

L3,Iron And Steel,Ton,3115,Ethiopia,155513,126.571842,2014

L3,Iron And Steel,Ton,3116,Eritrea,343,0.267077,2014

L3,Iron And Steel,Ton,3117,Equtl Guinea,1011,1.017601,2014

L3,Iron And Steel,Ton,3143,Gambia,4391,4.285993,2014

L3,Iron And Steel,Ton,3149,Ghana,61412,56.359507,2014

L3,Iron And Steel,Ton,3167,Guinea,6013,5.73204,2014

L3,Iron And Steel,Ton,3169,Guinea Bissau,823,0.765025,2014

L3,Iron And Steel,Ton,3229,Liberia,10879,10.404087,2014

L3,Iron And Steel,Ton,3243,Malawi,12171,10.134143,2014

L3,Iron And Steel,Ton,3249,Mali,1731,1.560828,2014

L3,Iron And Steel,Ton,3267,Mozambique,21656,13.678521,2014

L3,Iron And Steel,Ton,3269,Namibia,577,0.541845,2014

L3,Iron And Steel,Ton,3291,Nigeria,49571,42.931325,2014

L3,Iron And Steel,Ton,3339,Reunion,3054,2.77256,2014

L3,Iron And Steel,Ton,3349,Sao Tome,461,0.45013,2014

L3,Iron And Steel,Ton,3355,Seychelles,1183,1.261896,2014

L3,Iron And Steel,Ton,3357,Sierra Leone,14200,13.23283,2014

L3,Iron And Steel,Ton,3363,Somalia,12734,10.742158,2014

L3,Iron And Steel,Ton,3385,Swaziland,10,0.025348,2014

L3,Iron And Steel,Ton,3461,Zambia,5812,4.582787,2014

L3,Iron And Steel,Ton,4005,Algeria,4736,4.164905,2014

L3,Iron And Steel,Ton,4111,Egypt A Rp,61592,61.654237,2014

L3,Iron And Steel,Ton,4231,Libya,1351,1.362712,2014

L3,Iron And Steel,Ton,4265,Morocco,3431,4.274931,2014

L3,Iron And Steel,Ton,4365,South Africa,45003,50.801491,2014

L3,Iron And Steel,Ton,4381,Sudan,44411,32.022972,2014

L3,Iron And Steel,Ton,4407,Tunisia,6171,5.946628,2014

L3,Iron And Steel,Ton,4463,Zimbabwe,3531,3.370237,2014

L3,Iron And Steel,Ton,5059,Canada,189093,141.517701,2014

L3,Iron And Steel,Ton,5423,U S A,677863,700.270326,2014

L3,Iron And Steel,Ton,6015,Argentina,32449,38.356275,2014

L3,Iron And Steel,Ton,6039,Bolivia,1605,1.593501,2014

L3,Iron And Steel,Ton,6043,Brazil,75558,101.218665,2014

L3,Iron And Steel,Ton,6073,Chile,20205,20.965634,2014

L3,Iron And Steel,Ton,6083,Colombia,51479,52.886511,2014

L3,Iron And Steel,Ton,6109,Ecuador,60109,54.686562,2014

L3,Iron And Steel,Ton,6317,Paraguay,19384,15.146712,2014

L3,Iron And Steel,Ton,6319,Peru,99968,90.623741,2014

L3,Iron And Steel,Ton,6427,Uruguay,3948,3.208965,2014

L3,Iron And Steel,Ton,6433,Venezuela,5313,4.560785,2014

L3,Iron And Steel,Ton,7013,Antigua,148,0.112748,2014

L3,Iron And Steel,Ton,7023,Bahamas,174,0.150479,2014

L3,Iron And Steel,Ton,7029,Barbados,1965,1.611374,2014

L3,Iron And Steel,Ton,7031,Belize,154,0.113812,2014

L3,Iron And Steel,Ton,7159,Grenada,246,0.223112,2014

L3,Iron And Steel,Ton,7171,Guyana,5481,4.118456,2014

L3,Iron And Steel,Ton,7203,Jamaica,6338,4.947375,2014

L3,Iron And Steel,Ton,7375,St Lucia,558,0.502528,2014

L3,Iron And Steel,Ton,7405,Trinidad,38821,29.807255,2014

L3,Iron And Steel,Ton,8091,Costa Rica,940,1.295438,2014

L3,Iron And Steel,Ton,8113,El Salvador,5320,4.561298,2014

L3,Iron And Steel,Ton,8165,Guatemala,2149,2.226189,2014

L3,Iron And Steel,Ton,8177,Honduras,4419,3.960451,2014

L3,Iron And Steel,Ton,8287,Nicaragua,168,0.162519,2014

L3,Iron And Steel,Ton,9045,Br Virgn Is,4,0.011831,2014

L3,Iron And Steel,Ton,9093,Cuba,1875,1.970182,2014

L3,Iron And Steel,Ton,9103,Dominic Rep,7819,6.350232,2014

L3,Iron And Steel,Ton,9161,Guadeloupe,155,0.163433,2014

L3,Iron And Steel,Ton,9175,Haiti,9557,7.698183,2014

L3,Iron And Steel,Ton,9253,Martinique,186,0.175416,2014

L3,Iron And Steel,Ton,9259,Mexico,85567,91.978775,2014

L3,Iron And Steel,Ton,9277,Netherlandantil,51,0.045603,2014

L3,Iron And Steel,Ton,9311,Panama Republic,764,0.745686,2014

L3,Iron And Steel,Ton,9331,Puerto Rico,12264,9.378165,2014

L3,Iron And Steel,Ton,9383,Suriname,1516,1.282487,2014

L3,Iron And Steel,Ton,10001,Afghanistan,63,0.11115,2014

L3,Iron And Steel,Ton,10017,Australia,54798,57.953994,2014

L3,Iron And Steel,Ton,10027,Bangladesh Pr,471107,243.69115,2014

L3,Iron And Steel,Ton,10038,Bhutan,50407,28.566697,2014

L3,Iron And Steel,Ton,10047,Brunei,7,0.013809,2014

L3,Iron And Steel,Ton,10056,Cambodia,58,0.133142,2014

L3,Iron And Steel,Ton,10077,China P Rp,120407,118.318263,2014

L3,Iron And Steel,Ton,10127,Fiji Is,3,0.005323,2014

L3,Iron And Steel,Ton,10179,Hong Kong,3291,8.971244,2014

L3,Iron And Steel,Ton,10187,Indonesia,297175,224.937847,2014

L3,Iron And Steel,Ton,10189,Iran,684430,654.490575,2014

L3,Iron And Steel,Ton,10205,Japan,251600,245.200251,2014

L3,Iron And Steel,Ton,10217,Korea Rp,353228,317.372525,2014

L3,Iron And Steel,Ton,10223,Lao Pd Rp,50,0.070154,2014

L3,Iron And Steel,Ton,10245,Malaysia,161406,99.078835,2014

L3,Iron And Steel,Ton,10258,Myanmar,39102,34.210741,2014

L3,Iron And Steel,Ton,10261,Mongolia,3,0.014054,2014

L3,Iron And Steel,Ton,10273,Nepal,970640,519.066225,2014

L3,Iron And Steel,Ton,10285,New Zealand,6824,10.019126,2014

L3,Iron And Steel,Ton,10309,Pakistan Ir,40494,33.952042,2014

L3,Iron And Steel,Ton,10315,Papua N Gna,16,0.014207,2014

L3,Iron And Steel,Ton,10323,Philippines,16654,21.897439,2014

L3,Iron And Steel,Ton,10359,Singapore,9065,15.968634,2014

L3,Iron And Steel,Ton,10369,Sri Lanka Dsr,287925,166.187952,2014

L3,Iron And Steel,Ton,10397,Thailand,490530,264.771224,2014

L3,Iron And Steel,Ton,10437,Vietnam Soc Rep,177925,117.311619,2014

L3,Iron And Steel,Ton,11025,Baharain Is,14793,12.43425,2014

L3,Iron And Steel,Ton,11191,Iraq,7782,5.623187,2014

L3,Iron And Steel,Ton,11207,Jordan,2838,2.850031,2014

L3,Iron And Steel,Ton,11219,Kuwait,579785,31.603102,2014

L3,Iron And Steel,Ton,11225,Lebanon,1447,2.334495,2014

L3,Iron And Steel,Ton,11301,Oman,71503,52.17397,2014

L3,Iron And Steel,Ton,11335,Qatar,45161,42.863586,2014

L3,Iron And Steel,Ton,11351,Saudi Arab,378866,233.031981,2014

L3,Iron And Steel,Ton,11391,Syria,488,0.96277,2014

L3,Iron And Steel,Ton,11419,U Arab Emts,936442,641.607303,2014

L3,Iron And Steel,Ton,11453,Yemen Republc,18594,12.771565,2014

L3,Iron And Steel,Ton,12075,Taiwan,291586,233.632699,2014

L3,Iron And Steel,Ton,12131,Fr Guiana,634,0.441297,2014

L3,Iron And Steel,Ton,12195,Israel,12657,18.102779,2014

L3,Iron And Steel,Ton,12215,Korea Dp Rp,596,0.905718,2014

L3,Iron And Steel,Ton,12247,Maldives,5655,6.46704,2014

L3,Iron And Steel,Ton,13019,Austria,988,2.91415,2014

L3,Iron And Steel,Ton,13033,Belgium,268992,280.081331,2014

L3,Iron And Steel,Ton,13101,Denmark,5108,15.265207,2014

L3,Iron And Steel,Ton,13125,Finland,3713,6.084281,2014

L3,Iron And Steel,Ton,13129,France,20135,30.605092,2014

L3,Iron And Steel,Ton,13147,Germany,61500,150.934472,2014

L3,Iron And Steel,Ton,13155,Greece,32476,29.501309,2014

L3,Iron And Steel,Ton,13193,Ireland,2194,3.233456,2014

L3,Iron And Steel,Ton,13197,Italy,745948,557.118774,2014

L3,Iron And Steel,Ton,13235,Luxembourg,0,0.00012,2014

L3,Iron And Steel,Ton,13275,Netherland,131898,193.032753,2014

L3,Iron And Steel,Ton,13327,Portugal,76849,65.369109,2014

L3,Iron And Steel,Ton,13367,Spain,235838,188.818089,2014

L3,Iron And Steel,Ton,13387,Sweden,10879,15.494986,2014

L3,Iron And Steel,Ton,13421,U K,35201,49.326478,2014

L3,Iron And Steel,Ton,14185,Iceland,15,0.041645,2014

L3,Iron And Steel,Ton,14297,Norway,2414,3.974446,2014

L3,Iron And Steel,Ton,14389,Switzerland,5599,15.689659,2014

L3,Iron And Steel,Ton,15003,Albania,269,0.258423,2014

L3,Iron And Steel,Ton,15016,Armenia,359,0.313497,2014

L3,Iron And Steel,Ton,15049,Bulgaria,6190,8.21185,2014

L3,Iron And Steel,Ton,15055,Belarus,3310,3.296499,2014

L3,Iron And Steel,Ton,15092,Croatia,339,0.901719,2014

L3,Iron And Steel,Ton,15098,Czech Republic,1376,3.957013,2014

L3,Iron And Steel,Ton,15114,Estonia,6838,7.364152,2014

L3,Iron And Steel,Ton,15145,Georgia,2925,2.257521,2014

L3,Iron And Steel,Ton,15181,Hungary,2195,2.467163,2014

L3,Iron And Steel,Ton,15212,Kazakhstan,0,0.001277,2014

L3,Iron And Steel,Ton,15216,Kyrghyzstan,6,0.095636,2014

L3,Iron And Steel,Ton,15224,Latvia,4258,3.741362,2014

L3,Iron And Steel,Ton,15234,Lithuania,5745,6.478638,2014

L3,Iron And Steel,Ton,15240,Macedonia,0,0.005443,2014

L3,Iron And Steel,Ton,15325,Poland,55374,87.041918,2014

L3,Iron And Steel,Ton,15343,Romania,41787,40.536284,2014

L3,Iron And Steel,Ton,15344,Russia,43181,88.077565,2014

L3,Iron And Steel,Ton,15352,Serbia,62,0.145402,2014

L3,Iron And Steel,Ton,15354,Serbia Montngro,31,0.100958,2014

L3,Iron And Steel,Ton,15356,Montenegro,402,0.350694,2014

L3,Iron And Steel,Ton,15358,Slovak Rep,2161,3.472379,2014

L3,Iron And Steel,Ton,15360,Slovenia,7447,8.536308,2014

L3,Iron And Steel,Ton,15393,Tajikistan,184,0.156838,2014

L3,Iron And Steel,Ton,15410,Turkmenistan,1218,0.984119,2014

L3,Iron And Steel,Ton,15422,Ukraine,21095,27.913978,2014

L3,Iron And Steel,Ton,15430,Uzbekistan,265,1.203003,2014

L3,Iron And Steel,Ton,16095,Cyprus,3785,3.145212,2014

L3,Iron And Steel,Ton,16233,Liechtenstein,0,0.00068,2014

L3,Iron And Steel,Ton,16251,Malta,445,0.3789,2014

L3,Iron And Steel,Ton,16409,Turkey,104376,159.146075,2014

L4,Products Of Iron And Steel,Na,599,Unspecified,NA,0.284088,2014

L4,Products Of Iron And Steel,Na,1213,Kenya,NA,61.182393,2014

L4,Products Of Iron And Steel,Na,1395,Tanzania Rep,NA,100.104472,2014

L4,Products Of Iron And Steel,Na,1417,Uganda,NA,19.188042,2014

L4,Products Of Iron And Steel,Na,2035,Benin,NA,53.022866,2014

L4,Products Of Iron And Steel,Na,2050,Burkina Faso,NA,5.288462,2014

L4,Products Of Iron And Steel,Na,2057,Cameroon,NA,3.717977,2014

L4,Products Of Iron And Steel,Na,2067,C Afri Rep,NA,0.010641,2014

L4,Products Of Iron And Steel,Na,2069,Chad,NA,1.368374,2014

L4,Products Of Iron And Steel,Na,2087,Congo P Rep,NA,12.918937,2014

L4,Products Of Iron And Steel,Na,2141,Gabon,NA,0.480339,2014

L4,Products Of Iron And Steel,Na,2199,Cote D' Ivoire,NA,6.792132,2014

L4,Products Of Iron And Steel,Na,2241,Madagascar,NA,1.445741,2014

L4,Products Of Iron And Steel,Na,2255,Mauritania,NA,4.564938,2014

L4,Products Of Iron And Steel,Na,2257,Mauritius,NA,5.113101,2014

L4,Products Of Iron And Steel,Na,2289,Niger,NA,0.892357,2014

L4,Products Of Iron And Steel,Na,2345,Rwanda,NA,11.902478,2014

L4,Products Of Iron And Steel,Na,2353,Senegal,NA,20.737489,2014

L4,Products Of Iron And Steel,Na,2399,Togo,NA,5.192728,2014

L4,Products Of Iron And Steel,Na,2459,Congo D. Rep.,NA,20.330667,2014

L4,Products Of Iron And Steel,Na,3011,Angola,NA,3.464103,2014

L4,Products Of Iron And Steel,Na,3041,Botswana,NA,1.779402,2014

L4,Products Of Iron And Steel,Na,3053,Burundi,NA,0.091211,2014

L4,Products Of Iron And Steel,Na,3063,Cape Verde Is,NA,0.015331,2014

L4,Products Of Iron And Steel,Na,3085,Comoros,NA,0.241487,2014

L4,Products Of Iron And Steel,Na,3102,Djibouti,NA,0.916855,2014

L4,Products Of Iron And Steel,Na,3115,Ethiopia,NA,24.705105,2014

L4,Products Of Iron And Steel,Na,3116,Eritrea,NA,0.028568,2014

L4,Products Of Iron And Steel,Na,3117,Equtl Guinea,NA,0.208762,2014

L4,Products Of Iron And Steel,Na,3143,Gambia,NA,6.045541,2014

L4,Products Of Iron And Steel,Na,3149,Ghana,NA,35.366454,2014

L4,Products Of Iron And Steel,Na,3167,Guinea,NA,1.615148,2014

L4,Products Of Iron And Steel,Na,3169,Guinea Bissau,NA,0.568393,2014

L4,Products Of Iron And Steel,Na,3227,Lesotho,NA,0.007116,2014

L4,Products Of Iron And Steel,Na,3229,Liberia,NA,3.608622,2014

L4,Products Of Iron And Steel,Na,3243,Malawi,NA,3.864229,2014

L4,Products Of Iron And Steel,Na,3249,Mali,NA,1.589004,2014

L4,Products Of Iron And Steel,Na,3267,Mozambique,NA,11.292204,2014

L4,Products Of Iron And Steel,Na,3269,Namibia,NA,4.849246,2014

L4,Products Of Iron And Steel,Na,3291,Nigeria,NA,91.181239,2014

L4,Products Of Iron And Steel,Na,3339,Reunion,NA,3.063589,2014

L4,Products Of Iron And Steel,Na,3349,Sao Tome,NA,0.02314,2014

L4,Products Of Iron And Steel,Na,3355,Seychelles,NA,1.297001,2014

L4,Products Of Iron And Steel,Na,3357,Sierra Leone,NA,0.971869,2014

L4,Products Of Iron And Steel,Na,3363,Somalia,NA,1.460394,2014

L4,Products Of Iron And Steel,Na,3385,Swaziland,NA,0.146214,2014

L4,Products Of Iron And Steel,Na,3461,Zambia,NA,31.566056,2014

L4,Products Of Iron And Steel,Na,4005,Algeria,NA,30.672061,2014

L4,Products Of Iron And Steel,Na,4111,Egypt A Rp,NA,44.257464,2014

L4,Products Of Iron And Steel,Na,4231,Libya,NA,1.548719,2014

L4,Products Of Iron And Steel,Na,4265,Morocco,NA,11.078728,2014

L4,Products Of Iron And Steel,Na,4365,South Africa,NA,88.881918,2014

L4,Products Of Iron And Steel,Na,4381,Sudan,NA,17.50094,2014

L4,Products Of Iron And Steel,Na,4407,Tunisia,NA,1.540141,2014

L4,Products Of Iron And Steel,Na,4463,Zimbabwe,NA,1.535123,2014

L4,Products Of Iron And Steel,Na,5059,Canada,NA,174.826374,2014

L4,Products Of Iron And Steel,Na,5423,U S A,NA,1707.498466,2014

L4,Products Of Iron And Steel,Na,6015,Argentina,NA,6.094552,2014

L4,Products Of Iron And Steel,Na,6039,Bolivia,NA,0.620721,2014

L4,Products Of Iron And Steel,Na,6043,Brazil,NA,82.97064,2014

L4,Products Of Iron And Steel,Na,6073,Chile,NA,7.631168,2014

L4,Products Of Iron And Steel,Na,6083,Colombia,NA,21.178335,2014

L4,Products Of Iron And Steel,Na,6109,Ecuador,NA,1.850411,2014

L4,Products Of Iron And Steel,Na,6317,Paraguay,NA,0.699744,2014

L4,Products Of Iron And Steel,Na,6319,Peru,NA,78.950568,2014

L4,Products Of Iron And Steel,Na,6427,Uruguay,NA,1.746057,2014

L4,Products Of Iron And Steel,Na,6433,Venezuela,NA,3.800914,2014

L4,Products Of Iron And Steel,Na,7013,Antigua,NA,0.035983,2014

L4,Products Of Iron And Steel,Na,7020,Aruba,NA,0.000033,2014

L4,Products Of Iron And Steel,Na,7023,Bahamas,NA,0.00099,2014

L4,Products Of Iron And Steel,Na,7029,Barbados,NA,0.107355,2014

L4,Products Of Iron And Steel,Na,7031,Belize,NA,0.566689,2014

L4,Products Of Iron And Steel,Na,7159,Grenada,NA,0.062129,2014

L4,Products Of Iron And Steel,Na,7171,Guyana,NA,0.830709,2014

L4,Products Of Iron And Steel,Na,7203,Jamaica,NA,0.983279,2014

L4,Products Of Iron And Steel,Na,7373,St Kitt N A,NA,0.001972,2014

L4,Products Of Iron And Steel,Na,7375,St Lucia,NA,0.021172,2014

L4,Products Of Iron And Steel,Na,7379,St Vincent,NA,0.131831,2014

L4,Products Of Iron And Steel,Na,7405,Trinidad,NA,5.024369,2014

L4,Products Of Iron And Steel,Na,8091,Costa Rica,NA,0.421692,2014

L4,Products Of Iron And Steel,Na,8113,El Salvador,NA,0.892935,2014

L4,Products Of Iron And Steel,Na,8165,Guatemala,NA,5.022307,2014

L4,Products Of Iron And Steel,Na,8177,Honduras,NA,14.050345,2014

L4,Products Of Iron And Steel,Na,8287,Nicaragua,NA,0.751063,2014

L4,Products Of Iron And Steel,Na,9007,Ameri Samoa,NA,0.000446,2014

