pc_code,pc_description,unit,country_code,country_name,quantity,value,Year

A2,Coffee,Kgs,13125,Finland,2586096,14.376636,2014

A2,Coffee,Kgs,13129,France,2103891,9.037417,2014

A2,Coffee,Kgs,13147,Germany,46947665,79.701633,2014

A2,Coffee,Kgs,13155,Greece,5772530,14.349749,2014

A2,Coffee,Kgs,13193,Ireland,58247,0.351901,2014

A2,Coffee,Kgs,13197,Italy,58877623,161.015986,2014

A2,Coffee,Kgs,13262,Monaco,38000,0.096709,2014

A2,Coffee,Kgs,13275,Netherland,1553617,5.621676,2014

A2,Coffee,Kgs,13327,Portugal,3181250,7.429628,2014

A2,Coffee,Kgs,13367,Spain,5329856,13.603138,2014

A2,Coffee,Kgs,13387,Sweden,351303,1.546082,2014

A2,Coffee,Kgs,13421,U K,2319816,9.952524,2014

